number,name,serving_size,calories,total_fat,saturated_fat,cholesterol,protein,carbohydrate,fiber,sugars,lactose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,water
534,"Sugars,  brown",100,380,0,,0,0.12,98.09,0,97.02,0,0,0,0,0,1.34
537,Blood sausage,100,379,35,13,0.12,14.6,1.29,0,1.29,0,34.5,13.4,15.9,3.46,47.3
2862,"Pastry,  Pastelitos de Guava (guava pastries)",100,379,19,5.5,0.01,5.48,47.76,2.2,17,0,18.5,5.535,8.543,2.835,27.26
5651,"KELLOGG'S,  Frosted Cookies & Creme Toaster Pastries",100,379,9.8,3.4,0,4.9,69.3,2.6,38.3,0,9.8,3.4,2.2,3.4,12.8
4161,"Incaparina,  unprepared",100,379,5.6,,0,21.75,60.53,9.9,0,0,5.58,0,0,0,7.47
4058,"Cereals ready-to-eat,  RALSTON Crispy Hexagons",100,379,1,0.3,0,5.94,86.78,1.5,13.79,0,0.95,0.263,0.193,0.35,4.07
1381,"Puddings,  regular",100,379,0.4,0.1,0,0.3,93.5,0.6,79.34,0,0.4,0.09,0.03,0.17,3.9
5610,"Cereals ready-to-eat,  Honey Almond Flax",100,379,9.9,1,0,16.79,66.9,15,22.2,0,9.9,1,4.4,3.7,3.65
6348,"Cereals ready-to-eat,  OAT BLENDERS with honey & almonds",100,379,4.9,0.6,0,7.8,77.26,6.1,20.26,0,4.88,0.62,2.25,1.35,3.1
4000,"Cereals ready-to-eat,  Oatmeal Squares",100,379,4.8,0.9,0,11.38,77.77,8.3,16.69,0,4.83,0.873,1.594,1.523,2.75
5202,"Cereals ready-to-eat,  cinnamon",100,379,4.9,0.9,0,11.23,78.09,8.7,16.67,0,4.88,0.88,1.6,1.55,2.75
4168,"Cereals ready-to-eat,  MOTHER'S GRAHAM BUMPERS",100,379,1.5,0.3,0,4.55,88.89,2.6,44.33,0,1.45,0.28,0.33,0.69,2.5
3504,"Cereals ready-to-eat,  Honey BUZZERS",100,379,1.7,0.6,0,3.45,89.66,3.4,37.93,0,1.72,0.585,0.495,0.585,1.88
6195,"Formulated bar,  SNICKERS MARATHON Honey Nut Oat Bar",100,378,7.9,4.5,0,22.5,54.3,11,26.26,0,7.87,4.481,0,0,9.5
5653,"Cereals ready-to-eat,  Date & Pecan",100,378,7.1,0.8,0,7.9,74.3,9.3,24.1,0,7.1,0.8,3.8,2.1,8.5
409,"Cookies,  fortune",100,378,2.7,0.7,0.002,4.2,84,1.6,45.42,0,2.7,0.669,1.345,0.466,8
6937,"Cereals ready-to-eat,  USDA Commodity Corn and Rice (includes all commodity brands)",100,378,1.1,0.3,0,6.06,86.85,1.4,10.35,0,1.08,0.26,0.204,0.354,3.78
3531,"Cereals ready-to-eat,  KELLOGG'S CRISPIX",100,378,0.8,0.2,0,6.59,87.19,1,12.8,0,0.8,0.2,0.2,0.3,3
6750,"Cereals ready-to-eat,  Oat Cluster CHEERIOS Crunch",100,378,4.6,1,0,8.5,80.7,7,27.9,0,4.6,1,1.6,1.8,2.6
5801,"Cereals ready-to-eat,  KELLOGG'S APPLE JACKS with marshmallows",100,378,2.8,1.5,0,4.3,89.6,7.4,51.1,0,2.8,1.5,0.4,0.7,2.5
5861,"Cereals ready-to-eat,  Dulce De Leche CHEERIOS",100,378,5.7,1,0,6.5,82,7.3,20.89,0,5.69,1,1.89,2.7,2.2
6165,"Cereals ready-to-eat,  Triple Berry",100,378,4.5,1,0,8.8,80.5,7.6,27,0,4.5,1,1.6,1.6,2.04
3069,"Breakfast bar,  corn flake crust with fruit",100,377,7.5,1.5,0,4.4,72.9,2.1,35.1,0,7.5,1.5,5,0.9,14.5
6541,"KRAFT FOODS,  dry",100,377,3.7,,0,6.1,79.8,0,0,0,3.7,0,0,0,3.2
4534,"Cereals ready-to-eat,  KELLOGG'S SPECIAL K",100,377,1.8,0.4,0,17.79,73.4,1.4,12.69,0,1.79,0.4,0.3,0.4,3
1382,"Puddings,  instant",100,377,0.6,0.4,0,0,92.9,0,92.9,0,0.6,0.432,0.12,0.01,2.6
4503,"BURGER KING,  CROISSAN'WICH with Sausage and Cheese",100,376,25,8.6,0.043,13.73,23,0.7,3.36,0.89,25.45,8.595,12.025,3.114,35.08
920,"McDONALD'S,  Sausage Biscuit",100,376,25,11,0.029,9.62,27.2,1.2,1.97,0,25.4,10.659,8.832,3.42,34.71
540,"Couscous,  dry",100,376,0.6,0.1,0,12.76,77.43,5,0,0,0.64,0.117,0.089,0.252,8.56
2148,"Babyfood,  dry fortified",100,376,6.6,0.9,0,13.2,69.4,6.6,13.2,0,6.6,0.894,1.45,3.859,6.8
3910,"Cereals ready-to-eat,  CHEERIOS",100,376,6.7,1.5,0,12.09,73.23,9.4,4.36,0,6.73,1.5,2.376,2.432,5.13
3906,"Cereals ready-to-eat,  GRAPE-NUTS Flakes",100,376,3.7,0.5,0,9.4,82,10.2,15.2,0,3.7,0.5,1.5,1.5,3.3
7202,"Cereals ready-to-eat,  Oat Flakes & Blueberry Clusters",100,376,3.8,0.8,0,10.39,80.3,7.4,22.7,0,3.79,0.8,1.1,1.2,3
5131,"Cereals ready-to-eat,  HONEY NUT CHEERIOS",100,376,5,0.5,0,8.85,79.69,7.1,32.89,0,5,0.529,1.104,1.024,2.86
4310,"Cereals ready-to-eat,  QUAKER WHOLE HEARTS oat cereal",100,376,5.6,0.8,0,7.63,80.1,9.1,21.53,0,5.61,0.839,2.689,1.465,2.75
5474,"Cereals ready-to-eat,  KELLOGG'S MARSHMALLOW FROOT LOOPS",100,376,2.8,1.5,0,4.59,89.3,7.4,49.9,0,2.79,1.5,0.5,0.69,2.5
3515,"Cereals ready-to-eat,  KELLOGG SCOOBY-DOO! cereal",100,376,4.1,0.6,0,8.6,84,9.8,18.5,0,4.09,0.6,1.6,1.7,2.29
5427,"Cereals ready-to-eat,  FROSTED CHEERIOS",100,376,4.7,1.1,0,9,79.8,7.5,32,0,4.69,1.1,1.7,1.79,2.2
4282,"Cereals ready-to-eat,  BERRY BERRY KIX",100,376,4.2,0.6,0,6.19,83.9,5.8,21,0,4.19,0.6,1.7,1.7,2.09
2595,"Cheese,  pimento",100,375,31,20,0.094,22.13,1.73,0.1,0.62,0,31.2,19.663,8.937,0.988,39.08
6669,"Muffins,  commercially prepared (Includes mini-muffins)",100,375,16,2.8,0.03,4.49,53,1.1,31.47,0.54,16.07,2.844,4.822,8.103,24.96
5890,"KELLOGG'S,  Frosted Confetti Cake Toaster Pastries",100,375,7.4,2.5,0,4.4,73,1.3,29.3,0,7.4,2.5,1.5,2.6,12.75
3378,"Corn flour,  unenriched",100,375,1.4,0.2,0,5.59,82.75,1.9,0.64,0,1.39,0.171,0.274,0.695,9.81
3233,"Candies,  BIT-O'-HONEY Candy Chews",100,375,7.5,5.5,0,2,80.89,0.2,48,0,7.5,5.5,1.03,0.338,8.3
311,"Spices,  cumin seed",100,375,22,1.5,0,17.81,44.24,10.5,2.25,0,22.27,1.535,14.04,3.279,8.06
2140,"KASHI,  unprepared",100,375,5.4,0.9,0,13.81,71,12.3,0.8,0,5.4,0.93,1.69,2.78,7.7
211,"Candies,  jellybeans",100,375,0.1,,0,0,93.55,0.2,70,0,0.05,0,0,0,6.3
6602,"Cereals ready-to-eat,  KELLOGG'S SPECIAL K Low Fat Granola",100,375,5.4,1.1,0,13.1,74.8,11.3,18,0,5.4,1.1,1.6,1.79,3.5
4807,"Cereals ready-to-eat,  KELLOGG'S SPECIAL K Chocolate Almond",100,375,5.1,1.4,0,7.59,81.5,10.3,27.5,0,5.09,1.39,2.09,1.29,3
6591,"Cereals ready-to-eat,  Cinnamon Pecan",100,375,6,0.7,0,7.5,81.2,10.3,24,0,6,0.7,2.8,2.1,3
3815,"Cereals ready-to-eat,  Rice CHEX",100,375,1.9,0.5,0,6.4,85.09,2,8,0,1.89,0.5,0.6,0.69,2.59
4184,"Cereals ready-to-eat,  KELLOGG'S FROOT LOOPS",100,375,3.4,1.8,0,5.3,88,9.3,41.7,0,3.4,1.8,0.6,0.9,2.5
4249,"Cereals ready-to-eat,  KELLOGG'S APPLE JACKS",100,375,3.4,1.9,0,5.1,88.2,9.3,43.7,0,3.4,1.9,0.6,0.9,2.5
4442,"Cereals ready-to-eat,  Honey Nut CHEX",100,375,2,0.5,0,6.3,86.67,3.9,28.1,0,2,0.5,0.5,1,2.2
4931,"Cereals ready-to-eat,  Banana Nut",100,375,4,0.7,0,5.5,84.69,6.1,33.09,0,4,0.69,1.2,1.89,2.2
5917,"Cereals ready-to-eat,  Cinnamon Burst CHEERIOS",100,375,6.1,0.7,0,6.3,83.2,9.4,28.1,0,6.09,0.7,3.09,1.6,2.2
176,"KEEBLER,  Sugar Cones",100,375,3.7,0.8,0,7.3,78,2.1,26.4,0,3.7,0.8,2,0.8,1
1705,"Cheese,  queso chihuahua",100,374,30,19,0.105,21.56,5.56,0,5.56,0,29.68,18.843,8.443,0.892,39.13
64,"Danish pastry,  cheese",100,374,22,6.8,0.023,8,37.2,1,6.95,0,21.9,6.794,11.313,2.575,31.4
5248,"Bread,  salvadoran sweet cheese (quesadilla salvadorena)",100,374,17,4.6,0.059,7.12,47.84,0.7,24.9,0.59,17.12,4.612,6.794,4.428,25.48
2187,"Cake,  sponge",100,374,12,4.1,0.041,3.47,64.03,1,37.3,0,11.54,4.139,4.906,1.86,19.6
3155,"Nuts,  unpeeled",100,374,4.5,0.8,0,6.39,77.31,11.7,0,0,4.45,0.837,1.535,1.758,9.45
776,"Crackers,  wheat",100,374,2.3,0.3,0,12.9,76.4,7.4,0,0,2.3,0.337,0.544,0.91,5.5
5329,"Cereals ready-to-eat,  QUAKER OAT CINNAMON LIFE",100,374,4.1,0.8,0,9.14,79.02,6.3,25.18,0,4.1,0.77,1.37,1.3,4.3
4456,"Cereals ready-to-eat,  KELLOGG'S PRODUCT 19",100,374,1.3,0.2,0,8.5,84.3,2.8,12.5,0,1.3,0.2,0.4,0.6,3.5
5146,"Cereals ready-to-eat,  HONEY NUT CLUSTERS",100,374,2,0.5,0,7.7,85.2,6.3,24.8,0,2,0.5,0.2,0.4,2.35
4327,"Cereals ready-to-eat,  GOLDEN GRAHAMS",100,374,3.2,0.4,0,5.3,85.1,5.6,35,0,3.2,0.4,1.6,1,2.2
446,"Cheese,  monterey",100,373,30,19,0.089,24.48,0.68,0,0.5,0,30.28,19.066,8.751,0.899,41.01
693,"Cheese,  queso anejo",100,373,30,19,0.105,21.44,4.63,0,4.63,0,29.98,19.033,8.528,0.901,38.06
6090,"KELLOGG'S,  Frosted Waffle Cone Toaster Pastries",100,373,6.8,2.3,0,3.9,74.3,1.2,32.4,0,6.8,2.3,1.4,2.4,12.75
3962,"Snacks,  with vitamin C",100,373,3.5,1,0,0.1,85.2,3.5,0,0,3.5,0.99,1.724,0.093,10.2
2879,"Beverages,  no sugar added",100,373,9.1,4.5,0,9.09,63.64,9.1,27.27,0,9.09,4.545,2.119,1.831,7.4
5318,"Cereals ready-to-eat,  Sweetened WHEAT-FULS",100,373,1.8,,0,8.18,80.91,10,20.29,0,1.83,0,0,1.12,6
2177,"Butter replacement,  powder",100,373,1,0.6,0.002,2,89,0,5.3,0,1,0.589,0.276,0.057,5
5714,"Cereals ready-to-eat,  QUAKER Honey Graham LIFE Cereal",100,373,4.1,0.8,0,9.33,78.56,6.3,23.12,0,4.14,0.77,1.401,1.335,4.3
6060,"Cereals ready-to-eat,  Maple Brown Sugar LIFE Cereal",100,373,4.1,0.8,0,9.17,78.86,6.3,24.9,0,4.06,0.765,1.353,1.302,4.3
4286,"Cereals ready-to-eat,  Honey Nut Shredded Wheat",100,373,2.9,0.4,0,8.5,83.6,10.7,20.7,0,2.9,0.4,1.2,1.2,3
4935,"Sweet rolls,  commercially prepared with raisins",100,372,16,3.1,0.066,6.2,50.9,2.4,31.73,0,16.4,3.079,4.797,7.473,24.8
1247,"Breakfast tart,  low fat",100,372,6,1.4,0,3.99,76.8,1.5,4.87,0,5.99,1.393,3.338,0.878,12.04
1235,"Spaghetti,  dry",100,372,1.6,0.2,0,13.35,74.81,10.6,2.72,0,1.57,0.226,0.181,0.641,8.34
6643,"Cereals ready-to-eat,  Hearty Raisin",100,372,3.8,0.8,0,8.5,80.8,7.5,27.29,0,3.79,0.8,1.3,1.5,4.69
307,"Soy flour,  low-fat",100,372,8.9,1.3,0,49.81,30.63,16,9.33,0,8.9,1.29,1.46,4.215,4.61
5201,"Cereals ready-to-eat,  Toasted Multigrain Crisps",100,372,5.1,0.9,0,12.38,74.9,10.2,16.34,0,5.11,0.91,1.58,2.04,4
5697,"Cereals ready-to-eat,  MOTHER'S Toasted Oat Bran cereal",100,372,5,0.9,0,11.45,75.41,8.6,15.57,0,5.04,0.89,1.65,1.82,4
6326,"Cereals ready-to-eat,  KRETSCHMER Honey Crunch Wheat Germ",100,372,7.8,1.4,0,26.55,58.11,10.2,21.43,0,7.78,1.36,1.04,4.84,3.4
2088,"Beverages,  Classic Malt powder",100,372,0,,0,0,93.33,0,63.64,0,0,0,0,0,1.43
3090,"Beverages,  chocolate malt powder",100,372,0,,0,0,92.96,0,72.73,0,0,0,0,0,1.28
533,"Cheese,  brick",100,371,30,19,0.094,23.24,2.79,0,0.51,0,29.68,18.764,8.598,0.784,41.11
5700,"Cheese,  without added vitamin D",100,371,32,18,0.1,18.13,3.7,0,2.26,2.15,31.79,18.057,8.236,1.286,39.61
1523,"Fast foods,  with sausage",100,371,24,7.4,0.028,9.67,29.99,0.4,1.59,0.66,24.42,7.427,12.157,3.107,32.82
3922,"Alcoholic beverage,  72 proof",100,371,0.3,,0,0,41.6,0,41.6,0,0.3,0.014,0.015,0.167,28.3
1685,"Danish pastry,  unenriched",100,371,19,2.8,0.04,5.4,47.8,1.9,0,0,18.5,2.826,5.937,1.508,27.1
2267,"Fish,  dried (Alaska Native)",100,371,13,2.9,0.266,62.44,0,0,0,0,13.44,2.85,4.38,2.16,20.59
746,"Popovers,  unenriched",100,371,4.3,1,0,10.4,71,0,0,0,4.3,0.983,1.984,0.823,11.7
904,"Popovers,  enriched",100,371,4.3,1,0,10.4,71,0,0,0,4.3,0.983,1.984,0.823,11.7
871,"Snacks,  rolls",100,371,3,0.7,0,0.1,85.8,0,49.16,0,3,0.672,1.48,0.552,10.2
30,"Pasta,  unenriched",100,371,1.5,0.3,0,13.04,74.67,3.2,2.67,0,1.51,0.277,0.171,0.564,9.9
136,"Pasta,  enriched",100,371,1.5,0.3,0,13.04,74.67,3.2,2.67,0,1.51,0.277,0.171,0.564,9.9
1690,"Cereals,  Dry",100,371,6.9,1.1,0,13.7,68.18,9.4,1.42,0,6.87,1.11,1.98,2.3,9.37
6110,"Cereals ready-to-eat,  Gluten Free",100,371,2.3,0.5,0,7.8,82.4,2.7,3.7,0,2.3,0.5,0.8,0.8,3.6
675,Papad,100,371,3.3,1.1,0.004,25.56,59.87,18.6,0,0,3.25,1.084,0.532,1.148,3.49
3395,"Cereals ready-to-eat,  KASHI Simply Maize",100,371,3.4,0.6,0,7.8,83.3,6.1,22.1,0,3.4,0.6,1,1.8,3
4642,"Cereals ready-to-eat,  WEETABIX whole grain cereal",100,371,2.9,0.5,0,11.43,81.5,11.4,5.71,0,2.86,0.48,0.35,1.17,3
4439,"Cereals ready-to-eat,  Honey Nut O's",100,371,3.3,0.6,0,8.3,83.09,8.5,24.79,0,3.29,0.6,1.3,1,2.5
8135,"Cereals ready-to-eat,  KELLOGG'S SMART START Strong Heart Antioxidants Cereal",100,371,1.5,0.3,0,7.5,86.8,5.4,27.79,0,1.5,0.3,0.1,0.5,2.5
2499,"MURRAY,  Shortbread Bites",100,371,16,4.9,0,6.5,75.3,14.9,1.2,0,15.5,4.9,3.1,5.3,2.3
1596,"Frostings,  dry mix",100,371,0,,0,2.3,94.9,0,0,0,0,0,0,0,1.9
287,"Fast food,  biscuit",100,370,19,12,0.002,7.08,42.82,2.5,3.88,1.81,18.92,11.803,2.487,2.199,27.88
5291,"KELLOGG,  Mixed Berry",100,370,7.6,1.5,0,4.3,72.8,1.9,33.6,0,7.6,1.5,5,1.1,14.5
2263,"Toaster pastries,  brown-sugar-cinnamon",100,370,8,,0,4.06,72.64,2.3,27.24,0,7.98,0,0,0,14.09
925,"Cereals,  dry",100,370,0.5,0.1,0,6.3,82.4,0.7,0.3,0,0.5,0.136,0.156,0.134,10.5
1535,"Parmesan cheese topping,  fat free",100,370,5,3.1,0.02,40,40,0,1.5,0,5,3.11,1.446,0.186,8.6
326,Vital wheat gluten,100,370,1.9,0.3,0,75.16,13.79,0.6,0,0,1.85,0.272,0.156,0.81,8.2
3716,"Cereals ready-to-eat,  GOLDEN PUFFS",100,370,0.9,0.2,0,5.77,89.72,2.6,51.34,0,0.89,0.161,0.22,0.349,2.76
3755,"Cereals ready-to-eat,  Corn CHEX",100,370,2.4,0.4,0,6.4,85,4.7,11.1,0,2.4,0.4,0.6,1.29,2.5
4976,"Cereals ready-to-eat,  Multi-Grain CHEERIOS",100,370,4.1,0.9,0,8.3,81.4,8.7,21.2,0,4.09,0.89,1.2,1.7,2.5
364,"Cheese,  roquefort",100,369,31,19,0.09,21.54,2,0,0,0,30.64,19.263,8.474,1.32,39.38
2056,"Nuts,  peeled",100,369,3.9,0.7,0,5.01,78.43,0,0,0,3.91,0.736,1.349,1.546,9
5184,"Cereals ready-to-eat,  KELLOGG'S FROSTED FLAKES",100,369,1.7,0.5,0,3.96,89.2,2.2,35.43,0,1.68,0.451,0.265,0.669,4.18
1042,"Puddings,  dry mix",100,369,0.1,,0,0.1,94.3,0.2,65,0,0.1,0,0,0,4
3865,"Puddings,  with no added salt",100,369,0.1,,0,0.1,94.3,0.2,0,0,0.1,0,0,0,4
7181,"Cereals ready-to-eat,  touch of brown sugar",100,369,2.5,0.8,0,6.09,86.5,9.3,19.1,0,2.5,0.8,0.69,0.8,3
426,"Cheese,  muenster",100,368,30,19,0.096,23.41,1.12,0,1.12,0,30.04,19.113,8.711,0.661,41.77
1033,"OSCAR MAYER,  Salami (hard)",100,368,29,11,0.097,25.9,1.6,0,0.2,0,28.7,11.085,15.011,2.856,38.25
1152,"Turkey bacon,  microwaved",100,368,26,6.9,0.153,29.5,4.24,0,4.24,0,25.87,6.933,9.382,6.871,34.46
2310,"Restaurant,  cheese quesadilla",100,368,23,12,0.052,15.93,24.11,1.7,2.21,0.34,23.08,11.559,6.362,1.971,33.75
5047,"Pancakes,  complete (includes buttermilk)",100,368,3.1,0.8,0.002,9.77,73.65,2.9,16.03,0.86,3.1,0.822,1.271,0.928,9.05
7048,"Beverages,",100,368,12,1.4,0.006,27.87,50,18.2,20.59,0,11.62,1.36,9.11,1.07,6.05
4211,"Cereals ready-to-eat,  RAISIN NUT BRAN",100,368,5.3,1,0,8.19,80,12.2,28.5,0,5.3,1,2,2,4.03
5689,"Cereals ready-to-eat,  KASHI GOLEAN CRISP Toasted Berry Crumble",100,368,8.2,1.1,0,18,66.69,15.8,21.7,0,8.19,1.1,3.9,2.4,3.5
350,"Candies,  Tamarind",100,368,0,,0,0,91.96,2.5,78.57,0,0,0,0,0,2.52
2976,"Sweeteners,  powder",100,368,0,,0,0,100,0,92.7,0,0,0,0,0,0
1398,"Bread,  sweet yeast bread",100,367,12,2.2,0.03,9.42,56.38,2.3,12.5,0,11.58,2.183,3.499,1.53,21.54
1505,"Macaroni,  dry",100,367,1,0.2,0,13.14,74.88,4.3,0,0,1.04,0.15,0.12,0.426,9.89
4729,"Cereals,  Regular",100,367,6.3,1.1,0,16,67,9.8,1,0,6.3,1.11,1.98,2.3,8.8
3016,"Cereals ready-to-eat,  RALSTON Corn Biscuits",100,367,1.1,0.2,0,5.83,85.79,2.6,9.51,0,1.05,0.193,0.133,0.347,3.59
3081,"Cereals ready-to-eat,  KASHI GOLEAN CRUNCH!",100,367,5.9,0.8,0,16.7,71.4,14.5,24,0,5.9,0.8,2.4,2.09,3.5
730,"KELLOGG'S,  Corn Flakes Crumbs",100,367,0.4,0.1,0,7.5,84.4,1.2,9.3,0,0.4,0.1,0.1,0.2,3
5079,"Cereals ready-to-eat,  Fruit & Yogurt",100,367,2.9,1.4,0,7.1,85.3,8.1,32.1,0,2.9,1.4,0.1,0.3,3
5588,"Cheese,  fortified with vitamin D",100,366,31,18,0.1,18.13,4.78,0,2.26,2.15,30.71,18.057,8.236,1.286,39.61
725,"Cheese,  queso cotija",100,366,30,18,0.1,20,3.97,0,0,0,30,17.5,8.333,1.187,38
6835,"Toaster Pastries,  Frosted brown sugar cinnamon",100,366,5.9,1.9,0,4.7,73.7,5.5,30.5,0,5.9,1.9,1.2,2.1,12.75
699,"Rice flour,  unenriched",100,366,1.4,0.4,0,5.95,80.13,2.4,0.12,0,1.42,0.386,0.442,0.379,11.89
2155,"Candies,  sweet chocolate coated fondant",100,366,9.3,5.5,0,2.2,80.4,2.1,71.42,0,9.3,5.46,3.09,0.3,7.7
5942,"Cereals,  high fiber",100,366,4.8,0.9,0,8.79,75.67,22.3,14.7,0,4.8,0.926,1.713,1.416,7.52
1108,"Crackers,  rye",100,366,1.3,0.1,0,7.9,82.2,16.5,1.07,0,1.3,0.145,0.165,0.557,6.1
6655,"Cereals ready-to-eat,  Regular",100,366,9.6,1.7,0,31.43,49.38,11.9,7.14,0,9.56,1.66,1.25,5.98,4.78
4675,"Cereals ready-to-eat,  QUAKER Puffed Wheat",100,366,2.2,0.4,0,16.26,76.39,9.4,1.37,0,2.15,0.413,0.313,1.073,3.69
4886,"Cereals ready-to-eat,  SPECIAL K Vanilla Almond",100,366,4,0.4,0,7.8,83,9.6,29.2,0,4,0.4,2,1.1,3
5368,"Cereals ready-to-eat,  DORA THE EXPLORER",100,366,5.7,1,0,5.6,82.8,10.2,21.2,0,5.7,1,1.9,2.3,2.3
3610,"Cookies,  with lemon juice and rind",100,365,9.1,3.1,0.221,10.6,59.7,1,25.39,0,9.1,3.069,3.754,1.422,19.5
723,"Cookies,  reduced fat",100,365,10,4.1,0.02,4.02,64.62,16.1,32.14,0,10.04,4.09,3.332,2.269,19.46
3427,"Snacks,  fruit",100,365,8.7,1.4,0,4.22,67.61,3,28.98,1.08,8.67,1.442,1.989,4.544,16.7
266,"Corn grain,  yellow",100,365,4.7,0.7,0,9.42,74.26,7.3,0.64,0,4.74,0.667,1.251,2.163,10.37
392,"Corn grain,  white",100,365,4.7,0.7,0,9.42,74.26,0,0,0,4.74,0.667,1.251,2.163,10.37
3621,"Sweeteners,  packets",100,365,0,,0,2.17,89.08,0,80.7,0,0,0,0,0,8.75
5186,"KELLOGG'S,  Sour Cream & Onion",100,365,8,2.2,0.002,7.1,74.3,9.8,3.5,0,8,2.2,2,3.7,2.8
4930,"Cereals ready-to-eat,  Warm Cinnamon",100,365,4.9,0.9,0,11.6,78.5,13.2,15.69,0,4.9,0.89,1.6,1.7,2.5
973,"Cheese,  semisoft type",100,364,30,21,0.079,21.58,0.12,0,0.12,0,29.84,20.639,6.808,0.709,45.52
2956,"Wheat flour,  unenriched",100,364,1,0.2,0,10.33,76.31,2.7,0.27,0,0.98,0.155,0.087,0.413,11.92
4106,"Wheat flour,  unbleached",100,364,1,0.2,0,10.33,76.31,2.7,0.27,0,0.98,0.155,0.087,0.413,11.92
4431,"Wheat flour,  bleached",100,364,1,0.2,0,10.33,76.31,2.7,0.27,0,0.98,0.155,0.087,0.413,11.92
5863,"Wheat flour,  calcium-fortified",100,364,1,0.2,0,10.33,76.31,2.7,0,0,0.98,0.155,0.087,0.413,11.92
354,"Rice noodles,  dry",100,364,0.6,0.2,0,5.95,80.18,1.6,0.12,0,0.56,0.153,0.175,0.15,11.91
4162,"Corn flour,  blue (harina de maiz morado)",100,364,5.1,,0,8.75,73.89,8.4,0,0,5.09,0,0,0,10.83
2146,"Candies,  prepared-from-recipe",100,364,0.1,,0,1.32,89.05,0,78.96,0,0.06,0,0,0,9.16
3135,"Cereals ready-to-eat,  KASHI INDIGO MORNING",100,364,3.4,0.6,0,7.7,82.8,7.1,22.2,0,3.4,0.6,1,1.8,3
3863,"Cereals ready-to-eat,  fortified",100,364,1.2,0.2,0,14.7,79.6,4.4,0,0,1.2,0.2,0,0,3
5451,"Cereals ready-to-eat,  KELLOGG'S SPECIAL K Multi-grain",100,364,1.3,0.3,0,7.59,86.59,9.6,20.7,0,1.29,0.3,0.1,0.69,3
5744,"Cereals ready-to-eat,  Honey Toasted Oat",100,364,5,1,0,11.39,78.69,13.7,15.5,0,5,1,1.79,1.79,2.5
3842,"Cereals ready-to-eat,  Honey KIX",100,364,3.9,0.5,0,6.4,83,8.3,18.2,0,3.9,0.535,1.002,1.5,2.37
4479,"Cookies,  without lemon juice and rind",100,363,9.1,3,0.221,10.6,59.7,1,0,0,9.1,3.022,3.745,1.423,19.5
341,"Rice flour,  brown",100,363,2.8,0.6,0,7.23,76.48,4.6,0.66,0,2.78,0.557,1.008,0.996,11.97
2550,"Formulated bar,  chocolate",100,363,3.1,1.3,0,14.15,69.63,5.7,30.07,0,3.11,1.32,1.05,0.589,9.83
1423,"Corn flour,  enriched",100,363,3.7,0.5,0,8.46,76.59,6.4,0,0,3.69,0.532,0.997,1.724,9.79
1600,"Corn flour,  white",100,363,3.7,0.5,0,8.46,76.59,6.4,1.61,0,3.69,0.532,0.997,1.724,9.79
2402,"Spanish rice mix,  unprepared",100,363,1.6,0.4,0,10.62,76.45,3.1,3.83,0,1.62,0.395,0.341,0.604,7.27
5924,"Cereals ready-to-eat,  KELLOGG'S SPECIAL K Blueberry",100,363,1.5,0.4,0,6.9,86.3,8.6,26.7,0,1.5,0.4,0.1,0.5,3.5
3713,"Thuringer,  pork",100,362,30,12,0.074,17.45,3.33,0,0.85,0,30.43,11.51,12.97,1.2,45.18
5696,"Sweet rolls,  baked",100,362,13,3.3,0,5.4,56.1,0,0,0,13.2,3.348,7.421,1.728,22.7
1497,"Wheat flour,  enriched",100,362,0.9,0.1,0,8.2,78.03,1.7,0.31,0,0.86,0.127,0.073,0.379,12.51
804,"Cornmeal,  white",100,362,3.6,0.5,0,8.12,76.89,7.3,0.64,0,3.59,0.505,0.948,1.638,10.26
2023,"Cornmeal,  yellow",100,362,3.6,0.5,0,8.12,76.89,7.3,0.64,0,3.59,0.505,0.948,1.638,10.26
2800,"Rice mix,  unprepared",100,362,3.5,1.8,0.009,8.77,73.88,1.8,5.26,0,3.51,1.754,0.75,0.667,8.74
6255,"Snacks,  whole-wheat including both salted and unsalted",100,362,2.6,0.6,0,11.1,81.3,7.7,0,0,2.6,0.56,1.03,0.83,3.9
4970,"Cereals ready-to-eat,  KASHI GOLEAN CRISP Cinnamon Crumble",100,362,8.2,1.3,0,22.1,62.59,16.8,18.6,0,8.19,1.29,3.5,2.4,3.5
6440,"Cereals ready-to-eat,  KELLOGG'S SPECIAL K Multigrain Oats and Honey",100,362,1.8,0.4,0,7.8,85,8.6,26.4,0,1.8,0.4,0.5,0.9,3.5
3992,"Doughnuts,  with creme filling",100,361,25,5.4,0.024,6.4,30,0.8,14.55,0,24.5,5.43,12.08,3.082,38.2
4373,"Cake,  prepared from recipe without frosting",100,361,15,3.9,0.054,5.3,53,0.7,0,0,14.6,3.924,6.229,3.57,25.1
1874,"Wheat flours,  unenriched",100,361,1.7,0.2,0,11.98,72.53,2.4,0.31,0,1.66,0.244,0.14,0.727,13.36
1790,"Corn flour,  yellow",100,361,3.9,0.5,0,6.93,76.85,7.3,0.64,0,3.86,0.543,1.018,1.759,10.91
3217,"USDA Commodity,  Flour Mix Low-fat",100,361,4.7,0.9,0,9.07,70.59,3.5,0,0,4.7,0.85,1.83,0.65,10.51
4790,"Cereals,  cinnamon",100,361,6.3,1.2,0.001,16.5,64.21,13,1.27,0,6.28,1.207,2.224,1.839,9.09
